Importance,Feature
0.23588434820382717,weight
0.2107590942747138,height
0.1933557261241417,ap_hi
0.15199389276162886,age_years
0.09377405962414045,ap_lo
0.04026071943681841,cholesterol
0.02014068303867562,gluc
0.018295297061362247,gender
0.016885740842551487,active
0.010024376417046755,smoke
0.008626062215093686,alco
